id,name,category,directionality,mechanism_summary,dose_range,cost_per_month_usd,otc_or_rx,pediatric_safe,csrs_score,csrs_last_updated,status,mainstream_consensus_position,created_at,last_updated,notes,targets_legacy,source_pmids_legacy,source_anecdote_ids_legacy,csrs_score_legacy,csrs_last_updated_legacy,csrs_prevention_score,csrs_prevention_last_updated,csrs_treatment_score,csrs_treatment_last_updated
INT-0062,BPC-157 (peptide),supplement,treatment,Pentadecapeptide derived from gastric BPC; preclinical anti-inflammatory and gut-protective effects. No autism RCT.,200-500 mcg/day SC or oral,80,otc,uncertain,31.45,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,"Speculative; preclinical strong, clinical absent in autism.",,,,,,41.24,2026-06-24T18:46:42+00:00,38.44,2026-06-24T18:46:42+00:00
INT-0063,Selank (peptide),supplement,treatment,Synthetic analog of tuftsin; anxiolytic and nootropic in animal models. Russian human studies show anxiolytic effect.,300-900 mcg intranasal/day,70,otc,uncertain,28.98,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Speculative.,,,,,,42.53,2026-06-24T18:46:42+00:00,34.53,2026-06-24T18:46:42+00:00
INT-0064,Semax (peptide),supplement,treatment,ACTH(4-10) analog; nootropic and BDNF-promoting in animal models. No autism trials.,400-1200 mcg intranasal/day,70,otc,uncertain,27.75,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Speculative.,,,,,,41.71,2026-06-24T18:46:42+00:00,32.88,2026-06-24T18:46:42+00:00
INT-0065,Cerebrolysin,drug,treatment,Porcine brain-derived peptide mixture; trophic effects via neurotrophins. Used off-label in some pediatric autism protocols (Eastern Europe).,"1-5 mL IM, courses of 10-20 doses",300,rx,uncertain,61.26,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Pediatric autism trials small; off-label use widespread outside US.,,,,,,55.99,2026-06-24T18:46:42+00:00,64.11,2026-06-24T18:46:42+00:00
INT-0066,Iodine (potassium iodide / kelp),supplement,prevention,Iodine repletion to support thyroid hormone synthesis during pregnancy and lactation; preventable cause of neurodevelopmental impairment.,150-220 mcg/day prenatal; 90 mcg child,8,otc,yes,43.17,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,WHO recommends universal salt iodization.,,,,,,55.71,2026-06-24T18:46:42+00:00,45.76,2026-06-24T18:46:42+00:00
INT-0067,Selenium (selenomethionine),supplement,treatment,Cofactor for glutathione peroxidase; antioxidant support and thyroid hormone deiodination.,55-200 mcg/day,12,otc,yes,38.49,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Narrow therapeutic window; high doses toxic.,,,,,,53.16,2026-06-24T18:46:42+00:00,43.54,2026-06-24T18:46:42+00:00
INT-0068,NAD+ precursors (NMN / NR),supplement,treatment,"Nicotinamide mononucleotide / riboside; raise cellular NAD+. Activate sirtuins, support mitochondrial function. No autism RCT; promising aging biomarkers.",250-1000 mg/day,60,otc,uncertain,44.32,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Emerging area. Regulatory note: FDA reclassified NMN as drug for NDI purposes (2022); NR remains as supplement.,,,,,,51.82,2026-06-24T18:46:42+00:00,50.05,2026-06-24T18:46:42+00:00
INT-0069,Pregnenolone (low-dose),supplement,treatment,"Master neurosteroid; precursor for cortisol, DHEA, allopregnanolone. Small studies in autism for irritability.",10-30 mg/day,25,otc,uncertain,45.89,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Hormone — caution in children.,,,,,,54.05,2026-06-24T18:46:42+00:00,48.99,2026-06-24T18:46:42+00:00
INT-0070,Levothyroxine (T4) replacement,drug,treatment,Standard thyroid hormone replacement; restores fetal/childhood thyroid hormone in confirmed hypothyroidism.,1.6 mcg/kg/day adult; pediatric weight-based,15,rx,yes,42.06,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Only when hypothyroidism documented.,,,,,,53.85,2026-06-24T18:46:42+00:00,45.02,2026-06-24T18:46:42+00:00
INT-0071,Vagal nerve stimulation (transcutaneous),lifestyle,treatment,"tVNS via auricular branch; activates cholinergic anti-inflammatory pathway, modulates gut-brain axis.","20-30 min/day, low-intensity",150,otc,uncertain,52.20,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Devices like Nurosym widely available.,,,,,,53.66,2026-06-24T18:46:42+00:00,57.81,2026-06-24T18:46:42+00:00
INT-0072,Screen time reduction (structured),lifestyle,prevention,Limiting screen exposure in 0-3y per AAP guidelines; preserve social interaction windows.,<1h/day age 2-5; none under 2 (AAP),0,lifestyle,yes,43.09,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Free; low risk.,,,,,,56.47,2026-06-24T18:46:42+00:00,45.93,2026-06-24T18:46:42+00:00
INT-0073,Cold exposure / cold plunge,lifestyle,treatment,"Brief cold immersion increases norepinephrine, dopamine, vagal tone; emerging interest for behavioral regulation.","1-3 min ~50-60°F water, 1-3x/week",0,lifestyle,uncertain,51.13,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Anecdotal in autism; mainstream cold exposure literature supports HRV/mood benefits.,,,,,,58.13,2026-06-24T18:46:42+00:00,55.38,2026-06-24T18:46:42+00:00
INT-0074,Breathwork / vagal toning practices,lifestyle,treatment,"Slow diaphragmatic breathing, box breathing, humming; raises HRV and parasympathetic tone. Polyvagal-informed therapy.",10-20 min/day,0,lifestyle,yes,55.39,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Free; safe.,,,,,,63.95,2026-06-24T18:46:42+00:00,58.95,2026-06-24T18:46:42+00:00
INT-0075,MBSR / stress reduction (parent + child),lifestyle,treatment,"Mindfulness-based stress reduction for both parents and children with autism; reduces cortisol, improves family dynamics.",8-week program standard,200,lifestyle,yes,48.14,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:14:42+00:00,2026-06-24T18:46:42+00:00,Indirect benefit on child via parent regulation.,,,,,,53.57,2026-06-24T18:46:42+00:00,50.77,2026-06-24T18:46:42+00:00
INT-0076,Fecal microbiota transplantation (FMT),drug,treatment,Whole microbiota transfer from healthy donor (often familial). Kang 2017 open-label MTT showed sustained 45% reduction in ASD symptoms 2 years post; Hazan 2024 familial sibling FMT case report showed nonverbal → verbal emergence with Bifidobacterium restoration.,Single 300 mL infusion or multi-dose over 8 weeks,5000,rx,uncertain,69.67,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,Kang 2017+2019 sustained outcomes; Hazan 2024.,,,,,,64.65,2026-06-24T18:46:42+00:00,71.79,2026-06-24T18:46:42+00:00
INT-0077,Bifidobacterium infantis / longum probiotic,supplement,treatment,Strain-specific probiotic targeting documented Bifidobacterium depletion in autism. B. infantis 35624 (Align) and B. longum BB536 most-studied.,10-20 billion CFU/day,35,otc,yes,61.78,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,More targeted than multi-strain INT-0025.,,,,,,67.45,2026-06-24T18:46:42+00:00,63.68,2026-06-24T18:46:42+00:00
INT-0078,Lactobacillus rhamnosus GG,supplement,treatment,"Most-studied probiotic strain; produces GABA, modulates immune tone, reduces intestinal permeability. Some autism RCTs positive.",10 billion CFU/day,25,otc,yes,63.65,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,"Parracho 2010, Santocchi 2020.",,,,,,70.19,2026-06-24T18:46:42+00:00,65.23,2026-06-24T18:46:42+00:00
INT-0079,Saccharomyces boulardii (yeast probiotic),supplement,treatment,Non-colonizing yeast probiotic; antagonist to Candida and C. difficile. Used in functional autism protocols for fungal dysbiosis.,5-10 billion CFU/day,20,otc,yes,35.32,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,Parker 2018.,,,,,,51.01,2026-06-24T18:46:42+00:00,39.08,2026-06-24T18:46:42+00:00
INT-0080,Akkermansia muciniphila (live),supplement,treatment,Mucin-degrading commensal that paradoxically thickens the mucin layer; modulates metabolism and BBB integrity. Pasteurized form FDA novel-food approved.,10^9 CFU/day,60,otc,uncertain,45.53,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,Newly available; emerging interest.,,,,,,52.51,2026-06-24T18:46:42+00:00,49.21,2026-06-24T18:46:42+00:00
INT-0081,Human milk oligosaccharides (HMOs),supplement,prevention,2'-fucosyllactose (2'-FL) and lacto-N-neotetraose (LNnT); Bifidobacterium-specific prebiotic. Selectively expand Bifidobacteria; restore infant-like gut.,1-3 g/day,35,otc,yes,55.68,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,Infant formula fortification widespread.,,,,,,61.95,2026-06-24T18:46:42+00:00,59.18,2026-06-24T18:46:42+00:00
INT-0082,Galactooligosaccharides (GOS) / fructooligosaccharides (FOS),supplement,treatment,Prebiotic fibers that selectively feed Bifidobacterium and Faecalibacterium; raise SCFA production.,5-10 g/day,15,otc,yes,56.60,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,Grimaldi 2018 RCT positive in ASD.,,,,,,63.90,2026-06-24T18:46:42+00:00,60.05,2026-06-24T18:46:42+00:00
INT-0083,Sodium butyrate (postbiotic),supplement,treatment,"Direct delivery of butyrate; bypasses fermentation. HDAC inhibitor, T-reg promoter, BBB protector. Autism animal models positive.",150-450 mg/day,25,otc,uncertain,46.65,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,Animal models stronger than human RCT base.,,,,,,54.73,2026-06-24T18:46:42+00:00,51.26,2026-06-24T18:46:42+00:00
INT-0084,"Vancomycin (oral, transient pre-FMT)",drug,cause_mitigation,Non-absorbed antibiotic used short-term to clear pathogenic Clostridia before FMT or microbiome reset. NOT systemic antibiotic — gut-only.,"125-500 mg 4x/day, 10-14 days",200,rx,uncertain,50.18,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,Sandler 2000 (transient improvement); Hazan 2024 pre-FMT.,,,,,,53.23,2026-06-24T18:46:42+00:00,52.23,2026-06-24T18:46:42+00:00
INT-0085,"Antifungal protocol (nystatin / fluconazole, targeted)",drug,treatment,Targeted antifungal therapy for documented Candida overgrowth in autism subset. Empirically used in functional medicine; controversial mainstream.,Per pediatric dosing,80,rx,uncertain,30.35,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:33:28+00:00,2026-06-24T18:46:42+00:00,Less peer-reviewed; functional med tradition.,,,,,,39.72,2026-06-24T18:46:42+00:00,35.77,2026-06-24T18:46:42+00:00
INT-0086,Phospholipid DHA (krill oil / salmon roe),supplement,treatment,Phospholipid form of DHA; ~10x preferential brain accumulation vs triglyceride DHA. Patrick emphasizes for pregnancy/lactation and developmental windows. Werner 2011 demonstrated fold-higher brain DHA from phospholipid form.,500-2000 mg combined EPA+DHA in PL form/day,50,otc,yes,45.26,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:44:33+00:00,2026-06-24T18:46:42+00:00,Distinct from INT-0014 standard fish oil.,,,,,,55.93,2026-06-24T18:46:42+00:00,47.47,2026-06-24T18:46:42+00:00
INT-0087,Tryptophan supplementation (with vitamin D),supplement,treatment,Patrick & Ames recommendation: tryptophan + vitamin D co-supplementation to support brain serotonin synthesis. Tryptophan crosses BBB via large neutral amino acid transporter; vitamin D upregulates TPH2 to use it.,500-2000 mg tryptophan + 2000 IU vit D /day,25,otc,uncertain,46.74,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:44:33+00:00,2026-06-24T18:46:42+00:00,Speculative as autism intervention; mechanistic prior strong.,,,,,,54.42,2026-06-24T18:46:42+00:00,50.44,2026-06-24T18:46:42+00:00
INT-0088,Creatine monohydrate,supplement,treatment,"Methyl donor (via creatine synthesis cost), brain energy buffer via phosphocreatine, supports cognitive function. Methylation protocol component (with choline + glycine).",3-5 g/day,15,otc,yes,53.92,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:44:33+00:00,2026-06-24T18:46:42+00:00,Robust safety; emerging cognitive evidence.,,,,,,62.49,2026-06-24T18:46:42+00:00,57.44,2026-06-24T18:46:42+00:00
INT-0089,Time-restricted eating / 16:8 fasting,lifestyle,treatment,"Daily eating window restriction (typically 8 hours). Activates AMPK, autophagy, metabolic flexibility. Less direct autism evidence; mechanistic prior via mTOR/AMPK axis.",16h fast / 8h eating window,0,lifestyle,uncertain,49.01,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:44:33+00:00,2026-06-24T18:46:42+00:00,Pediatric application requires clinical caution.,,,,,,56.76,2026-06-24T18:46:42+00:00,52.87,2026-06-24T18:46:42+00:00
INT-0090,HIIT (high-intensity interval training),lifestyle,treatment,"High-intensity intervals produce more lactate (cf. Brooks lactate shuttle), driving more BDNF crossing BBB. Patrick + Gibala emphasize for cognitive/neuroplasticity benefit. Distinct from steady-state aerobic (INT-0047).","Tabata 4 min, or 4x4 min @ 90% HR_max, 2-3x/week",0,lifestyle,yes,49.33,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:44:33+00:00,2026-06-24T18:46:42+00:00,Pediatric adaptation needed; very modifiable.,,,,,,60.48,2026-06-24T18:46:42+00:00,53.21,2026-06-24T18:46:42+00:00
INT-0091,Whole-body hyperthermia (clinical),drug,treatment,"Medically supervised raising of core body temperature to ~38.5°C. Activates HSF1/HSP70, modulates immune response. Investigational for autism per fever-effect rationale.","Single 90-min session, core temp 38.5°C",500,rx,uncertain,50.65,2026-06-24T18:46:42+00:00,active,,2026-04-27T21:44:33+00:00,2026-06-24T18:46:42+00:00,Distinct from home sauna (INT-0048); investigational.,,,,,,50.75,2026-06-24T18:46:42+00:00,55.30,2026-06-24T18:46:42+00:00
INT-0092,Hyperbaric oxygen therapy (HBOT),drug,treatment,"Pressurized oxygen (1.3-1.5 ATA) delivered via chamber. Hypothesized to address tissue hypoxia, reduce neuroinflammation, and modulate cerebral blood flow. Evidence mixed — Rossignol 2009 multicenter RCT (n=62) reported modest improvements, Granpeesheh 2010 trial null, meta-analyses suggest possible subset response.",40 sessions of 45-60 min @ 1.3 ATA,5000,rx,uncertain,60.44,2026-06-24T18:46:42+00:00,active,,2026-04-27T22:00:07+00:00,2026-06-24T18:46:42+00:00,"Genuinely contested; positive in subset, negative overall in some RCTs. Per spec §1.1 included with honest provenance.",,,,,,57.01,2026-06-24T18:46:42+00:00,64.68,2026-06-24T18:46:42+00:00
INT-0093,Alpha-lipoic acid (ALA),supplement,treatment,"Mitochondrial cofactor and antioxidant; regenerates glutathione, vitamin C, vitamin E. Crosses BBB. Used in mitochondrial cocktails for autism subset.",100-600 mg/day,20,otc,yes,63.34,2026-06-24T18:46:42+00:00,active,,2026-04-27T22:00:07+00:00,2026-06-24T18:46:42+00:00,Adams 2018 multivitamin RCT included ALA.,,,,,,69.86,2026-06-24T18:46:42+00:00,65.59,2026-06-24T18:46:42+00:00
INT-0094,D-ribose,supplement,treatment,"Pentose sugar; ATP synthesis substrate via 5-phosphoribosyl-1-pyrophosphate (PRPP). Used for mitochondrial bioenergetic support in fibromyalgia, cardiac, and autism subsets.",5-15 g/day divided,30,otc,yes,59.44,2026-06-24T18:46:42+00:00,active,,2026-04-27T22:00:07+00:00,2026-06-24T18:46:42+00:00,Limited autism RCT base; mitochondrial mechanism plausible.,,,,,,66.03,2026-06-24T18:46:42+00:00,61.55,2026-06-24T18:46:42+00:00
INT-0095,Niacinamide / nicotinamide,supplement,treatment,"Vitamin B3 form; NAD+ precursor (alternative to NMN/NR), PARP activity support, anti-inflammatory, mitochondrial biogenesis support.",250-1500 mg/day,12,otc,yes,53.92,2026-06-24T18:46:42+00:00,active,,2026-04-27T22:00:07+00:00,2026-06-24T18:46:42+00:00,Bridges with NAD+ precursors INT-0068.,,,,,,62.49,2026-06-24T18:46:42+00:00,57.44,2026-06-24T18:46:42+00:00
INT-0096,Preconception mitochondrial optimization combo (parental),combo,prevention,"Combined preconception protocol for both prospective parents (starting 3-6 months pre-conception): CoQ10 (ubiquinol) + L-carnitine + alpha-lipoic acid + B-complex methylated forms + omega-3 phospholipid DHA + magnesium + zinc + selenium + vitamin D3 + iodine. Targets mitochondrial DNA quality of ova/sperm, methylation capacity, antioxidant pool, and epigenetic programming during gametogenesis.","Per individual components, 3-6 months pre-conception",150,otc,yes,63.72,2026-06-24T18:46:42+00:00,active,,2026-04-27T22:00:07+00:00,2026-06-24T18:46:42+00:00,Combination first-class; targets HYP-0006 + HYP-0031 + HYP-0003 + HYP-0021 + HYP-0045 simultaneously.,,,,,,68.87,2026-06-24T18:46:42+00:00,65.98,2026-06-24T18:46:42+00:00
INT-0097,Red light / photobiomodulation therapy (635 nm),lifestyle,treatment,"Transcranial red laser (635 nm, 5 min, 2x/week, 4 weeks) applied at skull base/temples. Leisman 2018 double-blind RCT (n=21-22) showed ~50% reductions in irritability, lethargy/social withdrawal, stereotypic behavior, hyperactivity, and total ABC-C score vs. placebo LED, with gains persisting. Mechanism: photobiomodulation activates cytochrome c oxidase, boosts ATP, reduces neuroinflammation.","635 nm laser, 5 min @ skull base + temples, 2x/week, 4 weeks",200,otc,yes,53.85,2026-06-24T18:46:42+00:00,active,,2026-04-27T22:16:07+00:00,2026-06-24T18:46:42+00:00,Small but rigorous RCT; replication needed. Outdoctrination X clip referenced this study.,,,,,,57.18,2026-06-24T18:46:42+00:00,58.73,2026-06-24T18:46:42+00:00
INT-0098,"Vitamin A megadose (single 200,000 IU)",supplement,treatment,"Guo 2018 pilot showed single 200,000 IU vitamin A in vitamin-A-deficient ASD children reduced symptoms and lowered serum serotonin (peripheral hyperserotonemia is documented in autism). Mechanism: RAR/RXR signaling, gut-serotonin modulation. Liver/cod-liver-oil dietary equivalent safer long-term. NOT routine — only with documented deficiency and clinician supervision (vit A is hepatotoxic at high chronic doses).","Single 200,000 IU under clinician supervision, only if documented deficiency",30,rx,uncertain,43.26,2026-06-24T18:46:42+00:00,active,,2026-04-27T22:16:07+00:00,2026-06-24T18:46:42+00:00,Pilot evidence; caution required — vitamin A toxicity is real.,,,,,,50.49,2026-06-24T18:46:42+00:00,49.38,2026-06-24T18:46:42+00:00
INT-0099,Chelation therapy (DMSA / EDTA),drug,treatment,"Pharmacological chelation of heavy metals (mercury, lead, aluminum) with DMSA, DMPS, or EDTA. Adams 2009 small DMSA pilot showed urinary metal output but mixed clinical effect. James 2015 Cochrane review concluded INSUFFICIENT EVIDENCE of benefit on core ASD symptoms and documented significant risks including renal injury and death (one fatal hypocalcemia case from disodium-EDTA confusion in 2005). AAP and FDA warn against chelation for ASD outside proven heavy-metal poisoning. Per spec §1.1 added with negative-tilting evidence; NOT recommended.",DMSA 10 mg/kg/dose protocols studied; NOT recommended,400,rx,no,52.16,2026-06-24T18:46:42+00:00,active,,2026-04-27T22:16:07+00:00,2026-06-24T18:46:42+00:00,James 2015 Cochrane: insufficient evidence + harm. Pediatric_safe=no due to documented fatalities. Status active for tracking; effective use is contraindicated outside true heavy-metal poisoning.,,,,,,47.09,2026-06-24T18:46:42+00:00,58.48,2026-06-24T18:46:42+00:00
INT-0100,Cod liver oil (fermented preferred),supplement,prevention,Traditional whole-food source of vitamin D3 + DHA/EPA omega-3 + vitamin A (retinol) + (in fermented form) vitamin K2. Hits multiple convergent pathways: vitamin D → TPH2 / brain serotonin synthesis (MEC-0029); DHA → membrane phospholipid composition (MEC-0031); vitamin A → developmental morphogenesis. Pre-conception and pregnancy use historically associated with lower neurodevelopmental issues in offspring (Norwegian MoBa cohort).,1 tsp/day (≈1g) standard; fermented cod liver oil 0.5-1 tsp/day per Weston A. Price Foundation; vitamin A content ~3000-10000 IU varies by product,20,otc,yes,53.43,2026-06-24T18:46:42+00:00,active,,2026-04-28T14:50:45+00:00,2026-06-24T18:46:42+00:00,Whole-food traditional supplement covering 3-4 high-leverage preventive nutrients in one product. Pre-conception use (both parents) recommended. Avoid synthetic vitamin A megadose products; cod liver oil's natural retinol form is well tolerated.,vitamin D receptor; TPH2; DHA/EPA membrane incorporation; vitamin A signaling; vitamin K2,,,,,62.78,2026-06-24T18:46:42+00:00,58.34,2026-06-24T18:46:42+00:00
INT-0101,L-glutamine (free amino acid),supplement,treatment,"Conditionally essential amino acid; primary fuel for enterocytes; supports intestinal barrier integrity. Down-regulates zonulin release, supports tight junction proteins (occludin, claudin-1, ZO-1). Hits gut-brain axis (MEC-0008) and LPS endotoxemia / leaky gut (MEC-0022). Component of GFCF gut-healing protocols; member of COM-0003.","5-15 g/day in divided doses, away from meals",25,otc,yes,58.15,2026-06-24T18:46:42+00:00,active,,2026-04-28T14:50:45+00:00,2026-06-24T18:46:42+00:00,Caution: glutamine is a glutamate precursor; in children with documented GABA/glutamate imbalance phenotype (PHE-0007) start at lower doses and monitor for agitation/anxiety. Most autism-relevant for the GI/microbiome subtype (PHE-0004).,intestinal tight junctions; zonulin; enterocyte energy metabolism; glutathione precursor (Gly-Cys-Glu),,,,,65.64,2026-06-24T18:46:42+00:00,62.64,2026-06-24T18:46:42+00:00
INT-0102,"Stem cell therapy (UC-MSC / cord blood / cord tissue MSC, IV infusion)",biomedical,,,,,,,30.26,2026-06-24T18:46:42+00:00,experimental,,2026-04-29T20:44:17+00:00,2026-06-24T18:46:42+00:00,"Stem cell therapy in autism is mechanistically grounded in immune modulation, paracrine signaling (exosomes carrying neurotrophic factors and regulatory RNAs), mitochondrial transfer (MSCs can transfer mitochondria to neighboring stressed cells), and reduction of microglial activation. Despite Phase 2 RCT (Dawson 2020) being formally null on the primary outcome in unstratified analysis, subgroup analysis showed signal in the non-anxious / normal-IQ subset and in the inflammatory subgroup — exactly the effect-heterogeneity pattern CLAUDE.md §9 predicts. Strength_score reflects mixed evidence weighted by mechanism plausibility, safety profile, and subgroup-stratified response signal.",,,,,,38.94,2026-06-24T18:46:42+00:00,24.18,2026-06-24T18:46:42+00:00
INT-0103,Cromolyn sodium (oral),drug,treatment,Mast cell stabilizer; pre-meal for GI mast cell stabilization,100-200 mg pre-meal QID,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,MCAS/PHE-0008 candidate per Theoharides framework,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0104,Ketotifen,drug,treatment,Combined H1 antihistamine + mast cell stabilizer,1-4 mg/day,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,MCAS protocol; compounded available,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0106,Luteolin (BBB-crossing formulation),supplement,treatment,BBB-crossing bioflavonoid; stabilizes mast cells AND microglia,50-200 mg/day per formulation,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Per Theoharides framework. NeuroProtek and similar formulations.,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0107,H1+H2 antihistamine combination,drug,treatment,Cetirizine/fexofenadine (H1) + famotidine (H2) — foundational MCAS,age-appropriate cetirizine 5-10mg + famotidine 0.5mg/kg,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Foundational MCAS protocol. Loratadine alternative for daytime.,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0108,Nystatin (oral non-systemic),drug,treatment,Polyene antifungal; non-absorbable; targets gut Candida,500K-1M units 4x daily,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,First-line for elevated arabinose / Candida overgrowth,,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0109,Caprylic acid (C8 fatty acid),supplement,treatment,Medium-chain fatty acid antifungal,500-1500 mg with meals,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0110,Undecylenic acid,supplement,treatment,Antifungal; complementary to nystatin,450-900 mg/day,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0111,Biofilm disruptors (lumbrokinase / NAC / lactoferrin),supplement,treatment,Biofilm-degrading enzymes + chelators; pre-antifungal/antimicrobial,varies; typical 30-60 min before antimicrobial,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0112,"Vancomycin (oral, non-absorbable)",drug,treatment,Targets Clostridia overgrowth; non-systemic,125-500 mg 4x daily for 10-14 days,,rx,,15.12,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,For elevated HPHPA / Clostridia (Sandler 2000 case series),,,,,,27.03,2026-06-24T18:46:42+00:00,10.91,2026-06-24T18:46:42+00:00
INT-0113,Saccharomyces boulardii,supplement,treatment,Probiotic yeast; targets C. diff + Clostridia,5-10 billion CFU 2x daily,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0114,Berberine,supplement,treatment,Plant alkaloid; antimicrobial + AMPK activation,500 mg 2-3x daily,,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
INT-0115,Methyl-B12 (subcutaneous Neubrander protocol),supplement,treatment,Methylcobalamin SC; bypasses B12 metabolic blocks,~64.5 mcg/kg every 3 days SC,,rx_compounded,,14.76,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Per Neubrander_James protocol. Methylated folate often co-administered.,,,,,,26.44,2026-06-24T18:46:42+00:00,10.68,2026-06-24T18:46:42+00:00
INT-0116,SAM-e (S-adenosylmethionine),supplement,treatment,Direct methyl donor; bypasses cycle defects,100-400 mg/day (children),,otc,,15.66,2026-06-24T18:46:42+00:00,active,,2026-04-30T02:26:58+00:00,2026-06-24T18:46:42+00:00,Undermethylators per Walsh; not for overmethylators or bipolar-spectrum,,,,,,27.94,2026-06-24T18:46:42+00:00,11.27,2026-06-24T18:46:42+00:00
